WISE,HIIName,GLON,GLAT,Rad,Dist,RGal,Z,DV1,R_pc,group_multiplicity,driving_proxy,ambient_resistance_proxy,existing_bubble_strength,choke_B1,choke_B2
G150.982-00.471,BFS34,150.983,-0.47,181,3.0,11.2,-24.0,33.8,2.63253828842478,1,1142.4399999999998,0.03473525894473857,1,32889.92322808199,32889.92322808199
G150.596-00.955,G150.590-00.950; S206,150.596,-0.955,482,3.2,11.4,-52.0,26.6,7.477766217433484,1,707.5600000000001,0.02721983009191005,1,25994.284226274158,25994.284226274158
G159.354+02.576,S219,159.354,2.576,214,6.4,14.7,288.0,42.3,6.640008176476204,1,1789.2899999999997,0.0021984559630425313,1,813884.8492210549,813884.8492210549
G159.159+03.331,S217,159.159,3.332,545,3.5,11.8,202.0,27.9,9.247820967164397,1,778.41,0.00893217602384551,1,87146.73758353412,87146.73758353412
G154.646+02.438,G154.640+02.436; S211,154.646,2.438,370,6.0,14.1,253.0,45.1,10.762863720631698,1,2034.0100000000002,0.0032953658173320117,1,617233.4462238161,617233.4462238161
G155.372+02.613,G155.357+02.609; S212,155.372,2.614,459,7.6,15.7,345.0,22.0,16.912240451825053,1,484.0,0.0011298004150420786,1,428394.2487151359,428394.2487151359
G151.609-00.233,G151.594-00.228; S209,151.609,-0.232,415,9.0,16.9,-36.0,29.2,18.10779098944117,1,852.64,0.006291401440403121,1,135524.6534618473,135524.6534618473
G151.273+01.961,S208,151.273,1.961,309,4.3,12.5,147.0,23.9,6.441719380902405,1,571.2099999999999,0.01055211915531876,1,54132.25453506024,54132.25453506024
G151.180+02.124,S207,151.18,2.124,297,4.3,12.4,158.0,28.7,6.191555521449884,1,823.6899999999999,0.010090201483431429,1,81632.66128555872,81632.66128555872
G123.155-06.306,G123.058-06.297; S184; NGC281,123.155,-6.306,1093,2.8,10.3,-309.0,20.4,14.837237896676239,1,416.15999999999997,0.006718723197596191,1,61940.340115349994,61940.340115349994
G118.621-01.329,S172,118.621,-1.329,235,4.3,11.2,-98.0,27.0,4.899042247611861,1,729.0,0.021208922073093564,1,34372.32677302525,34372.32677302525
G119.437-00.916,S173,119.437,-0.916,1068,3.4,10.6,-54.0,28.7,17.60455438844947,1,823.6899999999999,0.03375686656528035,1,24400.665221907253,24400.665221907253
G117.639+02.275,S170,117.639,2.276,796,5.6,12.1,221.0,29.3,21.61105464913868,1,858.49,0.007223062908539111,1,118854.01122356174,118854.01122356174
G143.555-01.542,S203,143.555,-1.542,1288,4.2,12.2,-113.0,35.9,26.226480893301456,1,1288.81,0.014421319895283473,1,89368.38024247062,89368.38024247062
G138.494+01.634,G138.486+01.635; S201,138.494,1.635,387,3.6,11.4,102.0,22.2,6.754424205218056,1,492.84,0.019503860529352178,1,25268.84353271007,25268.84353271007
G136.884+00.911,G136.913+01.033,136.884,0.912,805,2.0,10.0,31.0,20.5,7.805500265863529,1,420.25,0.04670941522522355,1,8997.11542038447,8997.11542038447
G134.970+00.699,G136.913+01.033; W4; S190,134.97,0.699,3144,4.2,11.9,51.0,20.5,64.018676963152,1,420.25,0.023754103131305004,1,17691.680366839944,17691.680366839944
G136.117+02.058,S194,136.117,2.058,108,4.9,12.5,175.0,26.7,2.5656340004316642,1,712.89,0.00875530708831578,1,81423.75736327661,81423.75736327661
G136.084+02.087,S192,136.084,2.088,90,4.8,12.4,173.0,31.3,2.0943951023931957,1,979.69,0.009129991857730703,1,107304.58638585315,107304.58638585315
G136.119+02.118,S193,136.119,2.119,127,5.4,13.0,201.0,28.9,3.324852225049198,1,835.2099999999999,0.006381923651571932,1,130871.19896745855,130871.19896745855
G136.448+02.519,S196,136.448,2.519,317,5.3,12.8,231.0,28.3,8.145354656321315,1,800.89,0.005532348571440685,1,144764.92029703027,144764.92029703027
G132.156-00.729,G132.157-00.725,132.156,-0.729,140,6.2,13.4,-78.0,26.4,4.208182752030772,1,696.9599999999999,0.01292526406065696,1,53922.30261054915,53922.30261054915
G133.678+01.212,G133.720+01.210; S190; W3,133.678,1.213,80,4.1,11.7,87.0,28.2,1.590188874039278,2,795.24,0.019784486809231085,2,40195.1290254825,20097.56451274125
G133.712+01.221,G133.720+01.210; S190; W3,133.712,1.222,117,2.0,9.9,41.0,28.2,1.134464013796314,2,795.24,0.044963476059045514,2,17686.35500857852,8843.17750428926
G133.781+01.428,G133.790+01.410; W3,133.781,1.428,178,2.0,9.9,48.0,29.5,1.7259367047499483,1,870.25,0.042913387938625674,1,20279.219185505077,20279.219185505077
G123.207+02.831,S183,123.207,2.832,1422,6.6,13.3,325.0,25.2,45.500733599492165,1,635.04,0.0025627697630664823,1,247794.40164774802,247794.40164774802
G120.348+01.968,S175,120.348,1.969,231,5.6,12.3,192.0,24.9,6.2715497788329575,1,620.0099999999999,0.008276908794527523,1,74908.40063502142,74908.40063502142
G055.855-03.803,S84,55.856,-3.802,145,2.3,7.4,-154.0,24.2,1.6168536265003024,1,585.64,0.04324159581283505,1,13543.440962143428,13543.440962143428
G056.083-00.176,G056.082-00.178,56.083,-0.175,99,4.7,7.1,-14.0,19.4,2.2558380582026714,1,376.35999999999996,0.11980321444436777,1,3141.4849905781766,3141.4849905781766
G056.153+00.076,G056.157+00.076,56.154,0.076,126,9.9,8.7,13.0,22.1,6.047565858160351,1,488.4100000000001,0.07635353470022384,1,6396.691416023838,6396.691416023838
G056.263-00.171,G056.252-00.160,56.264,-0.171,60,4.7,7.2,-14.0,17.3,1.3671745807288915,2,299.29,0.11642870233166266,2,2570.586066891243,1285.2930334456214
G056.250-00.158,G056.252-00.160,56.251,-0.157,53,4.7,7.2,-12.0,17.3,1.2076708796438542,2,299.29,0.1179914803976591,2,2536.539070374591,1268.2695351872956
G057.541-00.279,G057.550-00.270,57.542,-0.279,212,8.8,8.3,-42.0,25.9,9.044684034779504,1,670.81,0.07055035481481431,1,9508.24417199305,9508.24417199305
G057.545-00.275,G057.550-00.270,57.546,-0.274,72,8.8,8.3,-42.0,25.9,3.07177948351002,1,670.81,0.07055035481481431,1,9508.24417199305,9508.24417199305
G077.384-03.659,S107,77.385,-3.659,361,1.5,8.3,-95.0,39.5,2.625266083208137,1,1560.25,0.04955055067422179,1,31488.04561745679,31488.04561745679
G094.494-01.513,S124,94.495,-1.513,517,5.5,10.5,-144.0,27.4,13.785677022349656,1,750.7599999999999,0.019063114291611637,1,39382.86202954559,39382.86202954559
G102.877-00.695,G102.875-00.721; S132,102.877,-0.694,913,5.7,11.2,-68.0,27.1,25.230188778621365,1,734.4100000000001,0.02590463591768059,1,28350.52391138785,28350.52391138785
G107.209-01.334,S143,107.209,-1.334,326,4.1,10.5,-96.0,26.9,6.480019661710057,1,723.6099999999999,0.026252343965687965,1,27563.633972865977,27563.633972865977
G107.034-00.801,G107.182-00.953; S142,107.034,-0.801,1323,4.1,10.5,-57.0,33.0,26.29774850442456,1,1089.0,0.034047454734599344,1,31984.769742372195,31984.769742372195
G105.779+00.048,S139,105.779,0.048,584,5.2,11.1,4.0,18.8,14.722821867934389,1,353.44000000000005,0.04083992026367118,1,8654.277425570779,8654.277425570779
G113.900-01.613,S164,113.9,-1.612,327,4.9,11.4,-138.0,23.9,7.768169612418095,1,571.2099999999999,0.015342280090744675,1,37231.102327781504,37231.102327781504
G115.885-01.707,S169,115.885,-1.707,406,4.5,11.2,-132.0,26.9,8.857545953871222,1,723.6099999999999,0.016907465652705282,1,42798.25343807329,42798.25343807329
G115.785-01.561,G115.784-01.573; S168,115.785,-1.561,402,4.2,11.0,-113.0,25.1,8.185594191853406,1,630.0100000000001,0.020319170556182667,1,31005.694757963545,31005.694757963545
G113.595-00.749,G113.589-00.721; S163,113.595,-0.748,783,4.4,11.0,-57.0,17.2,16.702800941585732,1,295.84,0.029514986052168856,1,10023.382680143965,10023.382680143965
G114.605-00.801,S165,114.605,-0.8,522,3.4,10.4,-47.0,29.0,8.604473212332044,1,841.0,0.03744950057975486,1,22456.90828930956,22456.90828930956
G108.375-01.056,S149,108.375,-1.056,187,6.5,12.2,-119.0,29.3,5.89291029388641,1,858.49,0.01385585185402565,1,61958.65898714673,61958.65898714673
G108.758-00.989,G108.760-00.952; S152/S153,108.758,-0.988,46,5.3,11.4,-92.0,25.4,1.1819757545450487,1,645.16,0.020848439232864727,1,30945.24212551091,30945.24212551091
G108.752-00.972,G108.760-00.952; S152/S153,108.753,-0.971,42,5.3,11.4,-90.0,25.4,1.079195254149827,1,645.16,0.021128279881183286,1,30535.377400721365,30535.377400721365
G108.770-00.974,G108.760-00.952; S152/S153,108.771,-0.973,38,5.3,11.4,-90.0,25.4,0.9764147537546054,1,645.16,0.021128279881183286,1,30535.377400721365,30535.377400721365
G108.273-01.066,S148,108.273,-1.065,195,5.8,11.7,-107.0,21.3,5.483242733348852,1,453.69000000000005,0.017314854986396185,1,26202.35632100021,26202.35632100021
G108.764-00.952,G108.760-00.952; S152/S153,108.764,-0.951,237,5.3,11.4,-88.0,25.4,6.0897446484168825,1,645.16,0.02141187672379421,1,30130.941267892602,30130.941267892602
G110.099+00.042,G110.106+00.044; S156,110.099,0.042,192,5.6,11.6,4.0,32.3,5.2127166992897305,1,1043.2899999999997,0.03540322430413616,1,29468.784849579708,29468.784849579708
G111.286-00.660,S157,111.286,-0.66,236,5.1,11.4,-58.0,25.0,5.835217465834375,1,625.0,0.02615252528782779,1,23898.265774391384,23898.265774391384
G112.212+00.229,G112.237+00.226; S162,112.212,0.229,542,4.4,11.0,17.0,23.4,11.561836667100215,1,547.56,0.038534918443136584,1,14209.450081177616,14209.450081177616
G111.612+00.371,G111.612+00.374; S159,111.612,0.372,54,6.8,12.7,44.0,33.5,1.780235837034216,1,1122.25,0.01980333815302631,1,56669.73877474792,56669.73877474792
G108.191+00.586,G108.197+00.579; S146,108.191,0.587,307,6.1,11.9,62.0,26.7,9.07910580613828,1,712.89,0.022074474602682543,1,32294.76636845381,32294.76636845381
G111.558+00.804,G111.525+00.818; NGC7538,111.558,0.804,573,2.7,9.8,37.0,26.7,7.500552460445631,1,712.89,0.04751705087016304,1,15002.825026913417,15002.825026913417
G114.626+00.219,S166,114.626,0.219,593,4.9,11.5,18.0,26.1,14.087231131999786,1,681.21,0.0331831093939003,1,20528.8175955331,20528.8175955331
G054.779+00.862,G054.771+00.868,54.779,0.862,150,4.9,7.0,73.0,19.5,3.5633805561550895,1,380.25,0.08318679425356537,1,4571.0380284753255,4571.0380284753255
G056.412+00.423,G056.419+00.422,56.412,0.423,139,9.9,8.8,73.0,26.8,6.671521065748325,1,718.24,0.04973967468427852,1,14439.981856717248,14439.981856717248
G055.114+02.422,G055.114+02.422; S83,55.114,2.422,146,19.4,16.1,819.0,29.1,13.731862703746497,1,846.8100000000001,4.275604367752417e-05,1,19805621.08100633,19805621.08100633
G059.321-00.223,G059.360-00.210,59.321,-0.222,371,4.3,7.5,-16.0,29.5,7.734232654740428,1,870.25,0.10544942662072108,1,8252.771284666176,8252.771284666176
G059.557-00.186,G059.529-00.181; S86,59.557,-0.185,534,4.3,7.4,-13.0,24.2,11.132291745637163,1,585.64,0.11069768177976255,1,5290.445026348014,5290.445026348014
G058.769+00.648,G058.770+00.650,58.77,0.649,114,4.4,7.4,49.0,22.8,2.4318254244454325,1,519.84,0.08707788064344059,1,5969.828343992414,5969.828343992414
G059.796+00.241,G059.796+00.237,59.797,0.241,159,9.1,8.8,38.0,15.2,7.014769151973876,1,231.04,0.06281137774597828,1,3678.3144756730503,3678.3144756730503
G059.602+00.911,G059.603+00.911,59.603,0.911,60,4.3,7.3,68.0,34.1,1.2508192972626029,1,1162.8100000000002,0.0789415464260505,1,14730.012935448094,14730.012935448094
G061.292-00.331,G061.288-00.333,61.292,-0.331,95,9.9,9.4,-56.0,23.1,4.5596726708351865,1,533.61,0.04693237143883008,1,11369.76427231016,11369.76427231016
G061.473+00.094,G061.480+00.090; S88,61.473,0.095,197,4.1,7.5,6.0,27.5,3.915840102321722,1,756.25,0.11271901579351346,1,6709.160780691622,6709.160780691622
G061.720+00.863,G061.720+00.864,61.721,0.863,72,16.3,14.4,245.0,27.6,5.689773361501514,1,761.7600000000001,0.003190367874676858,1,238768.70314748777,238768.70314748777
G063.052-00.332,G063.050-00.340,63.052,-0.332,97,8.8,9.1,-51.0,22.8,4.138369581950999,1,519.84,0.05286572873835037,1,9833.21354696266,9833.21354696266
G064.130-00.475,G064.140-00.470; S93,64.131,-0.474,289,3.7,7.7,-30.0,23.5,5.184112692104268,1,552.25,0.09071795328941248,1,6087.549156209326,6087.549156209326
G062.873+00.887,G062.865+00.932,62.873,0.888,312,3.9,7.7,60.0,20.7,5.899212871740834,1,428.48999999999995,0.07427357821433388,1,5769.077110617874,5769.077110617874
G064.065+01.646,S92,64.066,1.647,540,3.7,7.6,106.0,23.3,9.686577348568528,1,542.89,0.056241788088368244,1,9652.786983710406,9652.786983710406
G066.746+00.850,G066.760+00.869,66.747,0.85,177,3.4,7.8,49.0,23.3,2.9176087329171874,1,542.89,0.07767373611879616,1,6989.363807216514,6989.363807216514
G069.922+01.511,G069.942+01.517,69.922,1.512,248,12.7,12.6,334.0,32.1,15.269691700225945,1,1030.41,0.0029478869109589192,1,349541.9027675039,349541.9027675039
G076.361-00.625,G076.383-00.623; S106,76.362,-0.624,60,1.3,8.3,-14.0,42.4,0.37815467126543806,2,1797.76,0.08502908498200316,2,21142.883054433725,10571.441527216863
G076.384-00.621,G076.383-00.623; S106,76.384,-0.621,271,1.3,8.3,-14.0,42.4,1.7079985985488952,2,1797.76,0.08502908498200316,2,21142.883054433725,10571.441527216863
G075.768+00.344,G075.767+00.344,75.769,0.345,197,3.8,8.4,23.0,26.6,3.629315216785986,1,707.5600000000001,0.07782182708659845,1,9092.05073292153,9092.05073292153
G070.280+01.583,G070.290+01.600; S99; K3-50,70.28,1.584,53,8.6,9.8,236.0,29.1,2.209780758497265,3,846.8100000000001,0.012609139972752733,3,67158.42649299506,22386.142164331683
G070.329+01.589,G070.330+01.590; S99; K3-50,70.329,1.59,101,8.2,9.6,228.0,28.0,4.015226906949177,1,784.0,0.014082010561898999,1,55673.86819899355,55673.86819899355
G070.293+01.599,G070.290+01.600; S99; K3-50,70.293,1.599,53,8.6,9.8,238.0,29.1,2.209780758497265,3,846.8100000000001,0.012442133954063203,3,68059.8684378783,22686.6228126261
G070.304+01.595,G070.290+01.600; S99; K3-50,70.304,1.596,53,8.6,9.8,238.0,29.1,2.209780758497265,3,846.8100000000001,0.012442133954063203,3,68059.8684378783,22686.6228126261
G071.764+03.076,G071.603+02.824; S101,71.764,3.077,1625,2.7,8.1,142.0,19.8,21.271200258680892,1,392.04,0.03835185504266648,1,10222.191327221462,10222.191327221462
G074.768+00.621,G074.764+00.614; S104,74.769,0.622,331,1.5,8.2,16.0,17.8,2.407099926708846,1,316.84000000000003,0.08633468846882439,1,3669.9037851328035,3669.9037851328035
G075.842+00.404,G075.834+00.402,75.843,0.404,265,1.5,8.3,10.0,31.7,1.9271343824104057,1,1004.89,0.08732703034679422,1,11507.204539182976,11507.204539182976
G077.402+00.841,G078.300+01.372,77.402,0.842,3905,1.5,8.3,22.0,14.7,28.397961370991066,1,216.08999999999997,0.08061300919452755,1,2680.5847115637675,2680.5847115637675
G077.977-00.004,G077.977-00.003,77.977,-0.003,386,1.5,8.3,0.0,43.1,2.8070712136242135,1,1857.6100000000001,0.09334727772646485,1,19899.991143216273,19899.991143216273
G078.177-00.363,G078.163-00.367,78.177,-0.362,553,1.5,8.3,-9.0,25.6,4.021529484803601,1,655.3600000000001,0.0879111554694235,1,7454.799069589544,7454.799069589544
G079.915-00.504,G079.370-00.806,79.915,-0.504,3772,1.5,8.4,-13.0,21.9,27.430758077177547,1,479.60999999999996,0.08318679425356537,1,5765.458379584617,5765.458379584617
G079.296+00.270,G079.306+00.282,79.297,0.27,180,1.5,8.4,7.0,28.0,1.3089969389957472,1,784.0,0.0865817117296363,1,9055.030032764325,9055.030032764325
G080.880+00.410,G080.880+00.410; DR20,80.88,0.41,401,1.5,8.4,10.0,21.9,2.916154291873859,1,479.60999999999996,0.08486727897001743,1,5651.294654674156,5651.294654674156
G080.925-00.214,G080.936-00.126,80.925,-0.213,406,1.5,8.4,-5.0,25.4,2.952515317957074,1,645.16,0.08774386502429433,1,7352.7647753078745,7352.7647753078745
G080.931-00.205,G080.942-00.255,80.931,-0.204,453,1.5,8.4,-5.0,26.9,3.2943089631392968,1,723.6099999999999,0.08774386502429433,1,8246.844378232578,8246.844378232578
G080.938-00.129,G080.936-00.126,80.939,-0.128,131,1.5,8.4,-3.0,25.4,0.9526588833802383,1,645.16,0.08892161745938634,1,7255.378595589171,7255.378595589171
G081.920+00.138,G081.689+00.337,81.921,0.138,2159,1.5,8.4,3.0,24.7,15.700691062732323,1,610.0899999999999,0.08892161745938634,1,6860.986309416264,6860.986309416264
G082.566+00.362,G082.566+00.405,82.566,0.363,511,1.5,8.4,9.0,24.2,3.716096865704593,1,585.64,0.08543495096732123,1,6854.8058302743875,6854.8058302743875
G083.936+00.771,G083.941+00.781,83.936,0.771,219,1.5,8.5,20.0,24.8,1.5926129424448259,1,615.0400000000001,0.07715763346500673,1,7971.21389523875,7971.21389523875
G078.032+00.606,G078.032+00.607,78.032,0.607,522,1.5,8.3,15.0,23.8,3.796091123087667,1,566.44,0.08446410975870008,1,6706.280355268349,6706.280355268349
G078.516+01.187,G078.502+01.223,78.516,1.188,826,1.5,8.3,31.0,23.9,6.006841508947151,1,571.2099999999999,0.07591847300490699,1,7523.99221679656,7523.99221679656
G078.147+01.820,G078.147+01.816; S108,78.147,1.821,244,1.5,8.3,47.0,22.3,1.7744180728609016,1,497.29,0.0682374390716066,1,7287.641605045535,7287.641605045535
G078.698+01.902,G078.350+01.496,78.698,1.902,2910,1.5,8.3,49.0,19.1,21.162117180431245,1,364.81000000000006,0.06733364523241184,1,5417.94520021611,5417.94520021611
G080.362+01.212,G080.612+01.465,80.362,1.213,2685,1.5,8.4,31.0,43.1,19.525871006686558,1,1857.6100000000001,0.07378006788847254,1,25177.667263846943,25177.667263846943
G080.367+00.440,G080.363+00.449,80.368,0.441,180,1.5,8.4,11.0,30.3,1.3089969389957472,1,918.09,0.0843033788657489,1,10890.31083157457,10890.31083157457
G080.307+00.721,G080.198+00.807,80.308,0.722,725,1.5,8.4,18.0,13.8,5.272348782066204,1,190.44000000000003,0.08045960674953244,1,2366.9019486117077,2366.9019486117077
G080.079+02.145,G080.039+02.108,80.079,2.145,1146,1.5,8.4,56.0,23.8,8.333947178272924,1,566.44,0.06245347912878083,1,9069.79095323072,9069.79095323072
G078.378+02.785,G078.323+02.822,78.378,2.786,642,1.5,8.3,72.0,37.0,4.668755749084831,1,1369.0,0.05776174512745175,1,23700.8074631279,23700.8074631279
G078.714+03.115,G078.229+03.716,78.715,3.115,3311,1.5,8.3,81.0,21.0,24.078271472305104,1,441.0,0.054397962958966845,1,8106.9212156464855,8106.9212156464855
G078.964+03.656,G079.128+03.684,78.965,3.656,1310,1.5,8.3,95.0,17.8,9.526588833802382,1,316.84000000000003,0.04955055067422179,1,6394.27807943279,6394.27807943279
G081.452+00.594,G081.480+00.561,81.452,0.595,480,1.5,8.4,15.0,20.9,3.490658503988659,1,436.80999999999995,0.0820849986238988,1,5321.435186974883,5321.435186974883
G081.681+00.540,G081.681+00.540; DR21,81.681,0.54,180,1.5,8.4,14.0,36.7,1.3089969389957472,1,1346.89,0.08263406011948382,1,16299.453252720235,16299.453252720235
G081.470+01.030,G081.253+01.123,81.47,1.031,1146,1.5,8.4,26.0,27.0,8.333947178272924,1,729.0,0.07628085166459152,1,9556.788946266988,9556.788946266988
G082.036+02.330,G082.036+02.330,82.036,2.33,376,1.5,8.4,60.0,24.0,2.734349161457783,1,576.0,0.06081006262521797,1,9472.1165401519,9472.1165401519
G083.792+03.269,G083.783+03.308; S112,83.793,3.27,657,1.5,8.5,85.0,28.3,4.777838827334477,1,800.89,0.050024715022105815,1,16009.886306120652,16009.886306120652
G084.741+03.873,G084.813+03.771; S115,84.742,3.873,1172,1.5,8.5,101.0,30.4,8.523024513905641,2,924.16,0.04496347605904553,2,20553.57105367929,10276.785526839645
G085.192+03.902,G084.813+03.771; S115,85.193,3.902,883,1.5,8.5,102.0,30.4,6.421357206295803,2,924.16,0.0446647165236193,2,20691.052623412303,10345.526311706151
G085.055-00.158,G085.051-00.182,85.055,-0.157,144,1.5,8.5,-4.0,23.3,1.0471975511965976,1,542.89,0.08584275425677557,1,6324.237901035774,6324.237901035774
G085.325-00.789,G084.918-01.155,85.326,-0.789,4308,1.5,8.5,-20.0,20.9,31.328660073298217,1,436.80999999999995,0.07715763346500673,1,5661.267464846575,5661.267464846575
G090.226+01.718,S121,90.227,1.718,101,8.6,12.1,257.0,39.0,4.211091634117429,1,1521.0,0.005681862526093279,1,267693.910758134,267693.910758134
G090.213+02.040,S120,90.213,2.04,208,10.1,13.3,361.0,24.9,10.184965812749132,1,620.0099999999999,0.0020159460971270254,1,307552.8660630319,307552.8660630319
G092.920+02.823,G093.060+02.810,92.921,2.823,1488,8.2,12.1,403.0,22.9,59.15502611426113,1,524.41,0.0021467300022628218,1,244283.16530128647,244283.16530128647
G092.680+03.072,WB43,92.681,3.073,474,1.6,8.7,87.0,15.3,3.6768269575347214,1,234.09000000000003,0.046620529590368394,1,5021.178482029986,5021.178482029986
G096.289+02.593,S127; S127; WB85,96.29,2.594,193,12.8,16.1,580.0,35.9,11.976837178129978,1,1288.81,0.00021036495247468158,1,6126543.346877681,6126543.346877681
G097.515+03.173,S128,97.515,3.173,122,9.5,13.6,526.0,26.2,5.618990564059521,1,686.4399999999999,0.0006159277117445616,1,1114481.434932873,1114481.434932873
G097.528+03.184,S128,97.529,3.184,68,9.5,13.6,527.0,26.2,3.1318963799676025,1,686.4399999999999,0.0006118351839165239,1,1121936.132547838,1121936.132547838
G106.809+03.310,S141,106.809,3.31,256,7.1,12.6,410.0,22.6,8.811973467846926,1,510.76000000000005,0.0017761035457343785,1,287573.3237663305,287573.3237663305
G114.979+03.182,S167,114.979,3.182,134,7.0,13.1,387.0,24.1,4.5475523288074475,1,580.8100000000001,0.0017948081502148227,1,323605.61764246627,323605.61764246627
G114.987+03.226,S167,114.987,3.227,118,7.0,13.1,392.0,24.1,4.004561005964766,1,580.8100000000001,0.0017359673401641026,1,334574.266786088,334574.266786088
G231.481-04.401,G231.481-04.401; RCW6,231.481,-4.401,511,6.2,13.3,-476.0,25.5,15.359867044912319,1,650.25,0.0009365259439817338,1,694321.3951291055,694321.3951291055
G209.107-19.510,G209.010-19.380; Orion A,209.107,-19.509,1739,0.4,8.9,-136.0,26.5,3.3723639657979323,3,702.25,0.031760756947621656,3,22110.61912529722,7370.206375099074
G209.037-19.377,G209.010-19.380; Orion A,209.037,-19.376,546,0.4,8.9,-136.0,26.5,1.0588330795432266,3,702.25,0.031760756947621656,3,22110.61912529722,7370.206375099074
G208.921-19.268,G209.010-19.380; Orion A,208.921,-19.268,312,0.4,8.9,-135.0,26.5,0.6050474740247008,3,702.25,0.03197320269292129,3,21963.705254821867,7321.235084940622
G233.753-00.193,G233.761-00.191; S305; RCW8,233.753,-0.192,311,3.7,11.1,-12.0,20.7,5.57875102852743,1,428.48999999999995,0.03871885565293233,1,11066.701036851246,11066.701036851246
G232.594+00.851,S302; S302; RCW7,232.594,0.851,874,1.7,9.6,24.0,19.9,7.203361673925485,1,396.00999999999993,0.05486623522708035,1,7217.735978439088,7217.735978439088
G231.142+01.503,S300,231.142,1.504,411,4.6,11.9,119.0,16.6,9.165887455056888,1,275.56000000000006,0.015095881309412843,1,18253.985597262094,18253.985597262094
G227.760-00.127,G227.786-00.116; S298,227.76,-0.127,324,6.2,13.5,-13.0,22.9,9.738937226128359,1,524.41,0.01937426725006221,1,27067.346250130624,27067.346250130624
G224.158+01.213,S294,224.158,1.213,558,3.3,11.2,70.0,22.5,8.927359123950996,1,506.25,0.025561533206507402,1,19805.150024065064,19805.150024065064
G216.729-00.113,S285,216.729,-0.112,2543,4.9,12.7,-9.0,34.7,60.41117836201595,1,1204.0900000000001,0.02500770182468116,1,48148.7666656211,48148.7666656211
G218.737+01.850,G218.714+01.844; S288,218.737,1.851,215,6.7,14.4,217.0,20.4,6.983741076382865,1,416.15999999999997,0.003845112641202318,1,108230.89954261314,108230.89954261314
G212.021-01.309,G211.950-01.155; S284,212.021,-1.309,1075,6.4,14.4,-146.0,28.2,33.35518126033608,1,795.24,0.006172699307847287,1,128831.80604456463,128831.80604456463
G201.535+01.597,G201.663+01.643,201.535,1.597,790,4.7,13.0,131.0,22.8,18.00113197959707,1,519.84,0.010177060646483781,1,51079.58162552633,51079.58162552633
G196.448-01.673,G196.448-01.673; S269,196.448,-1.673,302,5.3,13.7,-154.0,20.8,7.7599277798392325,1,432.64000000000004,0.007147787712788846,1,60527.81886987481,60527.81886987481
G192.638-00.008,G192.632-00.018; S255,192.638,-0.008,174,1.6,10.1,0.0,19.3,1.3497212882089482,1,372.49,0.05581490750352316,1,6673.665095234416,6673.665095234416
G189.830+00.417,G189.971+00.395; S252,189.83,0.418,199,2.1,10.6,15.0,21.1,2.0260363733567512,1,445.21000000000004,0.043780295880073934,1,10169.186640938897,10169.186640938897
G358.616-00.077,G358.616-00.076,358.616,-0.076,42,8.5,0.2,-11.0,21.5,1.7307848415610434,1,462.25,0.8776773897806748,1,526.6741577056155,526.6741577056155
G358.652-00.079,G358.652-00.078,358.652,-0.078,42,8.5,0.2,-11.0,19.4,1.7307848415610434,1,376.35999999999996,0.8776773897806748,1,428.81359868920583,428.81359868920583
G358.680-00.088,G358.680-00.087,358.68,-0.087,42,8.5,0.2,-12.0,19.9,1.7307848415610434,1,396.00999999999993,0.8718456678541794,1,454.2202990750361,454.2202990750361
G358.694-00.076,G358.694-00.075,358.694,-0.075,42,8.5,0.2,-11.0,19.5,1.7307848415610434,1,380.25,0.8776773897806748,1,433.2457511466961,433.2457511466961
G358.552-00.026,G358.552-00.025,358.552,-0.025,42,8.5,0.2,-3.0,20.4,1.7307848415610434,1,416.15999999999997,0.9257575930748144,1,449.5345251425535,449.5345251425535
G358.530+00.055,G358.530+00.056,358.53,0.056,42,8.5,0.2,8.0,27.1,1.7307848415610434,1,734.4100000000001,0.8954076491654297,1,820.1962543926351,820.1962543926351
G358.720+00.010,G358.720+00.011,358.72,0.011,42,8.5,0.2,1.0,23.7,1.7307848415610434,1,561.6899999999999,0.9381836841667318,1,598.6993906197347,598.6993906197347
G358.787+00.061,G358.797+00.058,358.787,0.062,60,8.5,0.2,9.0,50.5,2.4725497736586335,1,2550.25,0.8894581186413556,1,2867.1951456191086,2867.1951456191086
G358.827+00.085,G358.827+00.085,358.827,0.085,42,8.5,0.2,12.0,28.5,1.7307848415610434,1,812.25,0.8718456678541794,1,931.6442461647385,931.6442461647385
G358.982-00.030,G358.974-00.021,358.982,-0.03,115,8.5,0.2,-4.0,64.1,4.739053732845714,1,4108.8099999999995,0.9196064025382744,1,4468.00934471418,4468.00934471418
G359.161-00.038,G359.159-00.038,359.161,-0.037,40,8.5,0.1,-5.0,41.8,1.6483665157724223,1,1747.2399999999998,0.9399724037096165,1,1858.820528245817,1858.820528245817
G000.649-00.080,G000.656-00.058; Sgr B2,0.649,-0.08,95,7.8,0.7,-10.0,41.0,3.5924693770216622,1,1681.0,0.7659283383646487,1,2194.7222942411845,2194.7222942411845
G000.729-00.103,G000.729-00.103,0.729,-0.103,72,8.5,0.1,-15.0,22.6,2.96705972839036,1,510.76000000000005,0.879350749407306,1,580.8376240587263,580.8376240587263
G010.160-00.350,G010.160-00.350; W31,10.16,-0.35,210,14.6,6.5,-89.0,32.9,14.864387462818375,1,1082.4099999999999,0.08625250409762372,1,12549.316814905325,12549.316814905325
